Project, Fun, Type, Info, Line Num, Filename, Link,
perkeep/perkeep,emailOnTimeout,Integer as a chan bound,Name : &{9267797 INT 1},208,/tmp/clone-example393018868/website/pk-web/email.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/website/pk-web/email.go#L208,
perkeep/perkeep,androidLookupHost,Integer as a chan bound,Name : &{10347920 INT 1},177,/tmp/clone-example393018868/pkg/client/android/androidx.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/client/android/androidx.go#L177,
perkeep/perkeep,importAll,Candidate param,Name : numWorkers, Mandatory : true,183,/tmp/clone-example393018868/pkg/server/import_share.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/server/import_share.go#L183,
perkeep/perkeep,importAll,Candidate param,Name : numWorkers, Mandatory : false,187,/tmp/clone-example393018868/pkg/server/import_share.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/server/import_share.go#L187,
perkeep/perkeep,importAll,Integer as a chan bound,Name : &{0xc42deb9000 11015369 * numWorkers},183,/tmp/clone-example393018868/pkg/server/import_share.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/server/import_share.go#L183,
perkeep/perkeep,importAll,Integer as a spawning for bound,Name : numWorkers,187,/tmp/clone-example393018868/pkg/server/import_share.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/server/import_share.go#L187,
perkeep/perkeep,importAll,Integer as a spawning for bound,Name : &{11015470 INT 0},187,/tmp/clone-example393018868/pkg/server/import_share.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/server/import_share.go#L187,
perkeep/perkeep,importAll,Go in for,,188,/tmp/clone-example393018868/pkg/server/import_share.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/server/import_share.go#L188,
perkeep/perkeep,newSyncFromConfig,Integer as a chan bound,Name : &{10828918 INT 1},185,/tmp/clone-example393018868/pkg/server/sync.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/server/sync.go#L185,
perkeep/perkeep,newSyncFromConfig,For loop not well formed,Init : <nil> Cond : <nil> Post : <nil>,187,/tmp/clone-example393018868/pkg/server/sync.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/server/sync.go#L187,
perkeep/perkeep,readQueueToMemory,Integer as a chan bound,Name : &{10833633 INT 1},348,/tmp/clone-example393018868/pkg/server/sync.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/server/sync.go#L348,
perkeep/perkeep,readQueueToMemory,Integer as a chan bound,Name : &{10833671 INT 16},349,/tmp/clone-example393018868/pkg/server/sync.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/server/sync.go#L349,
perkeep/perkeep,enumerateQueuedBlobs,For loop not well formed,Init : <nil> Cond : &{0xc426da4800 10839769 [] 0 10839770} Post : <nil>,547,/tmp/clone-example393018868/pkg/server/sync.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/server/sync.go#L547,
perkeep/perkeep,runSync,Candidate param,Name : toCopy, Mandatory : false,589,/tmp/clone-example393018868/pkg/server/sync.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/server/sync.go#L589,
perkeep/perkeep,runSync,Integer as a chan bound,Name : &{10840260 INT 8},564,/tmp/clone-example393018868/pkg/server/sync.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/server/sync.go#L564,
perkeep/perkeep,runSync,Integer as a chan bound,Name : &{10840290 INT 1},565,/tmp/clone-example393018868/pkg/server/sync.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/server/sync.go#L565,
perkeep/perkeep,runSync,Integer as a chan bound,Name : &{10840454 INT 1000},573,/tmp/clone-example393018868/pkg/server/sync.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/server/sync.go#L573,
perkeep/perkeep,runSync,Integer as a chan bound,Name : &{10840492 INT 8},574,/tmp/clone-example393018868/pkg/server/sync.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/server/sync.go#L574,
perkeep/perkeep,runSync,Go in for,,578,/tmp/clone-example393018868/pkg/server/sync.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/server/sync.go#L578,
perkeep/perkeep,runSync,Integer as a spawning for bound,Name : toCopy,589,/tmp/clone-example393018868/pkg/server/sync.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/server/sync.go#L589,
perkeep/perkeep,runSync,Integer as a spawning for bound,Name : &{10840770 INT 0},589,/tmp/clone-example393018868/pkg/server/sync.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/server/sync.go#L589,
perkeep/perkeep,validateShardPrefix,Integer as a chan bound,Name : &{10846026 INT 8},805,/tmp/clone-example393018868/pkg/server/sync.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/server/sync.go#L805,
perkeep/perkeep,validateShardPrefix,For loop not well formed,Init : <nil> Cond : <nil> Post : <nil>,36,/tmp/clone-example393018868/pkg/blobserver/sync.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/blobserver/sync.go#L36,
perkeep/perkeep,startValidatePrefix,Integer as a chan bound,Name : &{10846888 INT 64},844,/tmp/clone-example393018868/pkg/server/sync.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/server/sync.go#L844,
perkeep/perkeep,startValidatePrefix,Integer as a chan bound,Name : &{10846918 INT 1},845,/tmp/clone-example393018868/pkg/server/sync.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/server/sync.go#L845,
perkeep/perkeep,NewWorker,Candidate param,Name : buffered, Mandatory : true,48,/tmp/clone-example393018868/internal/chanworker/chanworker.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/internal/chanworker/chanworker.go#L48,
perkeep/perkeep,NewWorker,Comm param,Name :nWorkers, Mandatory : false,44,/tmp/clone-example393018868/internal/chanworker/chanworker.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/internal/chanworker/chanworker.go#L44,
perkeep/perkeep,NewWorker,Integer as a chan bound,Name : buffered,48,/tmp/clone-example393018868/internal/chanworker/chanworker.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/internal/chanworker/chanworker.go#L48,
perkeep/perkeep,NewWorker,Integer as a add bound,Name : &{2001680 INT 1},54,/tmp/clone-example393018868/internal/chanworker/chanworker.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/internal/chanworker/chanworker.go#L54,
perkeep/perkeep,NewWorker,Go in for,,55,/tmp/clone-example393018868/internal/chanworker/chanworker.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/internal/chanworker/chanworker.go#L55,
perkeep/perkeep,NewWorker,Integer as a spawning for bound,Name : nWorkers,73,/tmp/clone-example393018868/internal/chanworker/chanworker.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/internal/chanworker/chanworker.go#L73,
perkeep/perkeep,NewWorker,Integer as a spawning for bound,Name : &{2001998 INT 0},73,/tmp/clone-example393018868/internal/chanworker/chanworker.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/internal/chanworker/chanworker.go#L73,
perkeep/perkeep,NewWorker,Go in for,,74,/tmp/clone-example393018868/internal/chanworker/chanworker.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/internal/chanworker/chanworker.go#L74,
perkeep/perkeep,NewWorker,Integer as a spawning for bound,Name : nWorkers,77,/tmp/clone-example393018868/internal/chanworker/chanworker.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/internal/chanworker/chanworker.go#L77,
perkeep/perkeep,NewWorker,Integer as a spawning for bound,Name : &{2002062 INT 0},77,/tmp/clone-example393018868/internal/chanworker/chanworker.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/internal/chanworker/chanworker.go#L77,
perkeep/perkeep,CheckEnumerate,Integer as a chan bound,Name : &{6403681 INT 10},293,/tmp/clone-example393018868/pkg/blobserver/storagetest/storagetest.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/blobserver/storagetest/storagetest.go#L293,
perkeep/perkeep,CheckEnumerate,Integer as a chan bound,Name : &{6403762 INT 1},297,/tmp/clone-example393018868/pkg/blobserver/storagetest/storagetest.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/blobserver/storagetest/storagetest.go#L297,
perkeep/perkeep,TestStreamer,Candidate param,Name : wantRefs, Mandatory : true,524,/tmp/clone-example393018868/pkg/blobserver/storagetest/storagetest.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/blobserver/storagetest/storagetest.go#L524,
perkeep/perkeep,TestStreamer,Integer as a chan bound,Name : &{6408239 INT 1},465,/tmp/clone-example393018868/pkg/blobserver/storagetest/storagetest.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/blobserver/storagetest/storagetest.go#L465,
perkeep/perkeep,TestStreamer,Func as a spawning for bound,Name : len(wantRefs),524,/tmp/clone-example393018868/pkg/blobserver/storagetest/storagetest.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/blobserver/storagetest/storagetest.go#L524,
perkeep/perkeep,TestStreamer,len() as a spawning for bound,Name : len(wantRefs),524,/tmp/clone-example393018868/pkg/blobserver/storagetest/storagetest.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/blobserver/storagetest/storagetest.go#L524,
perkeep/perkeep,TestStreamer,Integer as a spawning for bound,Name : &{6409876 INT 0},524,/tmp/clone-example393018868/pkg/blobserver/storagetest/storagetest.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/blobserver/storagetest/storagetest.go#L524,
perkeep/perkeep,TestStreamer,Chan in for,,526,/tmp/clone-example393018868/pkg/blobserver/storagetest/storagetest.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/blobserver/storagetest/storagetest.go#L526,
perkeep/perkeep,TestStreamer,Chan in for,,527,/tmp/clone-example393018868/pkg/blobserver/storagetest/storagetest.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/blobserver/storagetest/storagetest.go#L527,
perkeep/perkeep,TestStreamer,Go in for,,528,/tmp/clone-example393018868/pkg/blobserver/storagetest/storagetest.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/blobserver/storagetest/storagetest.go#L528,
perkeep/perkeep,readAllMetaBlobs,Candidate param,Name : maxInFlight, Mandatory : true,251,/tmp/clone-example393018868/pkg/blobserver/encrypt/meta.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/blobserver/encrypt/meta.go#L251,
perkeep/perkeep,readAllMetaBlobs,Integer as a chan bound,Name : &{7298696 INT 16},248,/tmp/clone-example393018868/pkg/blobserver/encrypt/meta.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/blobserver/encrypt/meta.go#L248,
perkeep/perkeep,readAllMetaBlobs,Integer as a chan bound,Name : maxInFlight,251,/tmp/clone-example393018868/pkg/blobserver/encrypt/meta.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/blobserver/encrypt/meta.go#L251,
perkeep/perkeep,readAllMetaBlobs,Integer as a chan bound,Name : &{7298865 INT 1},254,/tmp/clone-example393018868/pkg/blobserver/encrypt/meta.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/blobserver/encrypt/meta.go#L254,
perkeep/perkeep,readAllMetaBlobs,Go in for,,296,/tmp/clone-example393018868/pkg/blobserver/encrypt/meta.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/blobserver/encrypt/meta.go#L296,
perkeep/perkeep,newFromConfig,Integer as a chan bound,Name : &{5570618 INT 1},92,/tmp/clone-example393018868/pkg/blobserver/remote/remote.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/blobserver/remote/remote.go#L92,
perkeep/perkeep,Upload,Integer as a chan bound,Name : &{10779392 INT 1},353,/tmp/clone-example393018868/pkg/client/upload.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/client/upload.go#L353,
perkeep/perkeep,markItem,Candidate param,Name : buffered, Mandatory : true,104,/tmp/clone-example393018868/pkg/gc/gc.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/gc/gc.go#L104,
perkeep/perkeep,markItem,Integer as a chan bound,Name : buffered,104,/tmp/clone-example393018868/pkg/gc/gc.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/gc/gc.go#L104,
perkeep/perkeep,Collect,Candidate param,Name : buffered, Mandatory : true,155,/tmp/clone-example393018868/pkg/gc/gc.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/gc/gc.go#L155,
perkeep/perkeep,Collect,Candidate param,Name : buffered, Mandatory : true,175,/tmp/clone-example393018868/pkg/gc/gc.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/gc/gc.go#L175,
perkeep/perkeep,Collect,Integer as a chan bound,Name : buffered,155,/tmp/clone-example393018868/pkg/gc/gc.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/gc/gc.go#L155,
perkeep/perkeep,Collect,Integer as a chan bound,Name : buffered,175,/tmp/clone-example393018868/pkg/gc/gc.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/gc/gc.go#L175,
perkeep/perkeep,testReadTransaction,Integer as a chan bound,Name : &{6432110 INT 1},271,/tmp/clone-example393018868/pkg/sorted/kvtest/kvtest.go,https://github.com/perkeep/perkeep/blob/c2e31370ddefd86b6112a5d891100ea3382a4254//tmp/clone-example393018868/pkg/sorted/kvtest/kvtest.go#L271,
lightningnetwork/lnd,RegisterSpendNtfn,Integer as a chan bound,Name : &{3555488 INT 1},721,/tmp/clone-example595451373/chainntnfs/neutrinonotify/neutrino.go,https://github.com/lightningnetwork/lnd/blob/1de7e30cd138ebf7e0fa697aaff29cbcbd236c81//tmp/clone-example595451373/chainntnfs/neutrinonotify/neutrino.go#L721,
lightningnetwork/lnd,RegisterSpendNtfn,Integer as a add bound,Name : &{3556369 INT 1},750,/tmp/clone-example595451373/chainntnfs/neutrinonotify/neutrino.go,https://github.com/lightningnetwork/lnd/blob/1de7e30cd138ebf7e0fa697aaff29cbcbd236c81//tmp/clone-example595451373/chainntnfs/neutrinonotify/neutrino.go#L750,
lightningnetwork/lnd,RegisterSpendNtfn,For loop not well formed,Init : <nil> Cond : <nil> Post : <nil>,757,/tmp/clone-example595451373/chainntnfs/neutrinonotify/neutrino.go,https://github.com/lightningnetwork/lnd/blob/1de7e30cd138ebf7e0fa697aaff29cbcbd236c81//tmp/clone-example595451373/chainntnfs/neutrinonotify/neutrino.go#L757,
lightningnetwork/lnd,RegisterConfirmationsNtfn,Integer as a chan bound,Name : &{3560310 INT 1},859,/tmp/clone-example595451373/chainntnfs/neutrinonotify/neutrino.go,https://github.com/lightningnetwork/lnd/blob/1de7e30cd138ebf7e0fa697aaff29cbcbd236c81//tmp/clone-example595451373/chainntnfs/neutrinonotify/neutrino.go#L859,
lightningnetwork/lnd,Start,Candidate param,Name : activeWatchers_c, Mandatory : true,582,/tmp/clone-example595451373/contractcourt/chain_arbitrator.go,https://github.com/lightningnetwork/lnd/blob/1de7e30cd138ebf7e0fa697aaff29cbcbd236c81//tmp/clone-example595451373/contractcourt/chain_arbitrator.go#L582,
lightningnetwork/lnd,Start,Func as a chan bound,Name : len(&{c activeWatchers}),582,/tmp/clone-example595451373/contractcourt/chain_arbitrator.go,https://github.com/lightningnetwork/lnd/blob/1de7e30cd138ebf7e0fa697aaff29cbcbd236c81//tmp/clone-example595451373/contractcourt/chain_arbitrator.go#L582,
lightningnetwork/lnd,Start,len() as a chan bound,Name : len(&{c activeWatchers}),582,/tmp/clone-example595451373/contractcourt/chain_arbitrator.go,https://github.com/lightningnetwork/lnd/blob/1de7e30cd138ebf7e0fa697aaff29cbcbd236c81//tmp/clone-example595451373/contractcourt/chain_arbitrator.go#L582,
lightningnetwork/lnd,Start,Integer as a add bound,Name : &{4165760 INT 1},585,/tmp/clone-example595451373/contractcourt/chain_arbitrator.go,https://github.com/lightningnetwork/lnd/blob/1de7e30cd138ebf7e0fa697aaff29cbcbd236c81//tmp/clone-example595451373/contractcourt/chain_arbitrator.go#L585,
lightningnetwork/lnd,Start,Go in for,,586,/tmp/clone-example595451373/contractcourt/chain_arbitrator.go,https://github.com/lightningnetwork/lnd/blob/1de7e30cd138ebf7e0fa697aaff29cbcbd236c81//tmp/clone-example595451373/contractcourt/chain_arbitrator.go#L586,
lightningnetwork/lnd,ForceCloseContract,Integer as a chan bound,Name : &{4174087 INT 1},867,/tmp/clone-example595451373/contractcourt/chain_arbitrator.go,https://github.com/lightningnetwork/lnd/blob/1de7e30cd138ebf7e0fa697aaff29cbcbd236c81//tmp/clone-example595451373/contractcourt/chain_arbitrator.go#L867,
lightningnetwork/lnd,ForceCloseContract,Integer as a chan bound,Name : &{4174126 INT 1},868,/tmp/clone-example595451373/contractcourt/chain_arbitrator.go,https://github.com/lightningnetwork/lnd/blob/1de7e30cd138ebf7e0fa697aaff29cbcbd236c81//tmp/clone-example595451373/contractcourt/chain_arbitrator.go#L868,
lightningnetwork/lnd,Resolve,Integer as a chan bound,Name : &{4212396 INT 1},210,/tmp/clone-example595451373/contractcourt/htlc_incoming_contest_resolver.go,https://github.com/lightningnetwork/lnd/blob/1de7e30cd138ebf7e0fa697aaff29cbcbd236c81//tmp/clone-example595451373/contractcourt/htlc_incoming_contest_resolver.go#L210,
lightningnetwork/lnd,Resolve,For loop not well formed,Init : <nil> Cond : <nil> Post : <nil>,270,/tmp/clone-example595451373/contractcourt/htlc_incoming_contest_resolver.go,https://github.com/lightningnetwork/lnd/blob/1de7e30cd138ebf7e0fa697aaff29cbcbd236c81//tmp/clone-example595451373/contractcourt/htlc_incoming_contest_resolver.go#L270,
lightningnetwork/lnd,run,Integer as a add bound,Name : &{11342911 INT 1},79,/tmp/clone-example595451373/lnrpc/routerrpc/forward_interceptor.go,https://github.com/lightningnetwork/lnd/blob/1de7e30cd138ebf7e0fa697aaff29cbcbd236c81//tmp/clone-example595451373/lnrpc/routerrpc/forward_interceptor.go#L79,
lightningnetwork/lnd,run,For loop not well formed,Init : <nil> Cond : <nil> Post : <nil>,83,/tmp/clone-example595451373/lnrpc/routerrpc/forward_interceptor.go,https://github.com/lightningnetwork/lnd/blob/1de7e30cd138ebf7e0fa697aaff29cbcbd236c81//tmp/clone-example595451373/lnrpc/routerrpc/forward_interceptor.go#L83,
lightningnetwork/lnd,AddTower,Integer as a chan bound,Name : &{9140532 INT 1},1030,/tmp/clone-example595451373/watchtower/wtclient/client.go,https://github.com/lightningnetwork/lnd/blob/1de7e30cd138ebf7e0fa697aaff29cbcbd236c81//tmp/clone-example595451373/watchtower/wtclient/client.go#L1030,
lightningnetwork/lnd,RemoveTower,Integer as a chan bound,Name : &{9142275 INT 1},1086,/tmp/clone-example595451373/watchtower/wtclient/client.go,https://github.com/lightningnetwork/lnd/blob/1de7e30cd138ebf7e0fa697aaff29cbcbd236c81//tmp/clone-example595451373/watchtower/wtclient/client.go#L1086,
